No,Location Type,Gross Salary,Unit Salary,Converted Salary,Segment,Role Type,Location,Education,Year of Experience,Certificate,Year,Start Date,End Date,Index,Adjusted Salary
283,Non-Remote,Rp27.072.960,Monthly,Rp27.072.960,Facilities Engineering and Construction,Management,Sumatra,D3,10,0,43991,43991,45710,1871159638,"30.772.002,52"
284,Non-Remote,Rp15.832.693,Monthly,Rp15.832.693,Facilities Engineering and Construction,Individual,Sumatra,D3,8,0,43991,43991,45710,1871159638,"17.995.951,27"
285,Non-Remote,Rp15.832.693,Monthly,Rp15.832.693,Facilities Engineering and Construction,Individual,Sumatra,SMA,10,0,43991,43991,45710,1871159638,"17.995.951,27"
286,Non-Remote,Rp14.344.299,Monthly,Rp14.344.299,Facilities Engineering and Construction,Management,Sumatra,D3,6,0,43991,43991,45710,1871159638,"16.304.194,48"
287,Non-Remote,Rp14.344.299,Monthly,Rp14.344.299,Facilities Engineering and Construction,Management,Sumatra,SMA,12,0,43991,43991,45710,1871159638,"16.304.194,48"
288,Non-Remote,Rp13.991.199,Monthly,Rp13.991.199,Engineering,Management,Sumatra,D3,8,1,43991,43991,45710,1871159638,"15.902.849,59"
289,Non-Remote,Rp13.991.199,Monthly,Rp13.991.199,Engineering,Management,Sumatra,D3,5,1,43991,43991,45710,1871159638,"15.902.849,59"
290,Non-Remote,Rp14.344.299,Monthly,Rp14.344.299,Facilities Engineering and Construction,Management,Sumatra,S1,3,2,43991,43991,45710,1871159638,"16.304.194,48"
291,Non-Remote,Rp14.344.299,Monthly,Rp14.344.299,Facilities Engineering and Construction,Management,Sumatra,SMA,12,2,43991,43991,45710,1871159638,"16.304.194,48"
292,Non-Remote,Rp12.840.269,Monthly,Rp12.840.269,Facilities Engineering and Construction,Management,Sumatra,D3,12,0,43991,43991,45710,1871159638,"14.594.665,31"
293,Non-Remote,Rp12.840.269,Monthly,Rp12.840.269,Facilities Engineering and Construction,Management,Sumatra,SMA,8,0,43991,43991,45710,1871159638,"14.594.665,31"
294,Non-Remote,Rp12.587.603,Monthly,Rp12.587.603,Non-Engineering,Management,Sumatra,D3,8,0,43991,43991,45710,1871159638,"14.307.476,95"
295,Non-Remote,Rp12.587.603,Monthly,Rp12.587.603,Non-Engineering,Management,Sumatra,SMA,10,0,43991,43991,45710,1871159638,"14.307.476,95"
296,Non-Remote,Rp20.584.212,Monthly,Rp20.584.212,Engineering,Individual,Sumatra,SMA,7,0,43991,43991,45710,1871159638,"23.396.681,54"
297,Non-Remote,Rp20.584.212,Monthly,Rp20.584.212,Engineering,Individual,Sumatra,SMA,7,1,43991,43991,45710,1871159638,"23.396.681,54"
298,Non-Remote,Rp20.584.212,Monthly,Rp20.584.212,Engineering,Individual,Sumatra,SMA,7,1,43991,43991,45710,1871159638,"23.396.681,54"
299,Non-Remote,Rp17.884.212,Monthly,Rp17.884.212,Facilities Engineering and Construction,Individual,Sumatra,SMA,6,1,43991,43991,45710,1871159638,"20.327.774,16"
300,Non-Remote,Rp17.884.212,Monthly,Rp17.884.212,Facilities Engineering and Construction,Individual,Sumatra,SMA,6,1,43991,43991,45710,1871159638,"20.327.774,16"
301,Non-Remote,Rp18.384.212,Monthly,Rp18.384.212,Facilities Engineering and Construction,Individual,Sumatra,S1,2,1,43991,43991,45710,1871159638,"20.896.090,34"
302,Non-Remote,Rp18.384.212,Monthly,Rp18.384.212,Facilities Engineering and Construction,Individual,Sumatra,S1,2,0,43991,43991,45710,1871159638,"20.896.090,34"
303,Non-Remote,Rp14.344.299,Monthly,Rp14.344.299,Facilities Engineering and Construction,Individual,Sumatra,S1,5,0,43991,43991,45710,1871159638,"16.304.194,48"
304,Non-Remote,Rp14.344.299,Monthly,Rp14.344.299,Facilities Engineering and Construction,Individual,Sumatra,S1,5,0,43991,43991,45710,1871159638,"16.304.194,48"
305,Non-Remote,Rp13.668.957,Monthly,Rp13.668.957,Engineering,Individual,Jakarta,S1,5,0,44966,44966,45442,2017439977,"14.410.054,17"
306,Non-Remote,Rp12.861.025,Monthly,Rp12.861.025,Non-Engineering,Individual,Jakarta,S1,5,0,44966,44966,45442,2017439977,"13.558.318,09"
307,Non-Remote,Rp12.053.093,Monthly,Rp12.053.093,Non-Engineering,Individual,Jakarta,S1,3,0,44966,44966,45442,2017439977,"12.706.582,01"
308,Non-Remote,Rp12.053.093,Monthly,Rp12.053.093,Non-Engineering,Individual,Jakarta,SMA,5,0,44966,44966,45458,2017439977,"12.706.582,01"
309,Non-Remote,Rp12.053.093,Monthly,Rp12.053.093,Non-Engineering,Individual,Jakarta,D3,3,0,44966,44966,45458,2017439977,"12.706.582,01"
310,Non-Remote,Rp12.891.619,Monthly,Rp12.891.619,Engineering,Individual,Sumatra,S1,5,0,44782,44782,45513,199956011,"13.712.096,35"
311,Non-Remote,Rp10.812.821,Monthly,Rp10.812.821,Facilities Engineering and Construction,Individual,Sumatra,S1,3,1,44782,44782,45513,199956011,"11.500.994,82"
312,Non-Remote,Rp10.812.821,Monthly,Rp10.812.821,Facilities Engineering and Construction,Individual,Sumatra,D3,3,0,44783,44783,45513,1999409713,"11.501.859,94"
313,Non-Remote,Rp10.186.772,Monthly,Rp10.186.772,Engineering,Individual,Sumatra,S1,3,0,44782,44782,45513,199956011,"10.835.101,41"
314,Non-Remote,Rp10.091.331,Monthly,Rp10.091.331,Non-Engineering,Individual,Sumatra,D3,3,1,44782,44782,45513,199956011,"10.733.586,14"
315,Non-Remote,Rp10.091.331,Monthly,Rp10.091.331,Engineering,Individual,Sumatra,S1,3,0,44782,44782,45513,199956011,"10.733.586,14"
316,Non-Remote,Rp9.575.285,Monthly,Rp9.575.285,Engineering,Individual,Sumatra,S1,3,0,44782,44782,45513,199956011,"10.184.696,78"
317,Non-Remote,Rp9.575.285,Monthly,Rp9.575.285,Engineering,Individual,Sumatra,D3,2,0,44782,44782,45513,199956011,"10.184.696,78"
318,Non-Remote,Rp8.476.033,Monthly,Rp8.476.033,Non-Engineering,Individual,Sumatra,S1,2,0,44782,44782,45513,199956011,"9.015.483,72"
319,Non-Remote,Rp8.476.033,Monthly,Rp8.476.033,Non-Engineering,Individual,Sumatra,SMA,5,0,44782,44782,45513,199956011,"9.015.483,72"
320,Non-Remote,Rp7.754.661,Monthly,Rp7.754.661,Non-Engineering,Individual,Sumatra,D3,3,0,44782,44782,45513,199956011,"8.248.200,01"
321,Non-Remote,Rp7.754.661,Monthly,Rp7.754.661,Non-Engineering,Individual,Sumatra,SMA,4,0,44782,44782,45513,199956011,"8.248.200,01"
322,Non-Remote,Rp17.000.000,Monthly,Rp17.000.000,Engineering,Individual,"Sumatra, Jakarta",S1,1,0,44966,44966,45513,1947543192,"18.564.902,90"
323,Non-Remote,Rp17.000.000,Monthly,Rp17.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44966,44966,45513,1947543192,"18.564.902,90"
324,Non-Remote,Rp17.000.000,Monthly,Rp17.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44966,44966,45513,1947543192,"18.564.902,90"
325,Non-Remote,Rp17.000.000,Monthly,Rp17.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,0,44966,44966,45513,1947543192,"18.564.902,90"
326,Non-Remote,Rp18.070.612,Monthly,Rp18.070.612,Operational Support,Individual,"Sumatra, Jakarta",D3,3,0,44295,44295,45513,1866556033,"20.590.300,65"
327,Non-Remote,Rp17.083.962,Monthly,Rp17.083.962,Operational Support,Individual,"Sumatra, Jakarta",SMA,3,0,44295,44295,45513,1866556033,"19.466.076,41"
328,Non-Remote,Rp13.677.982,Monthly,Rp13.677.982,Operational Support,Individual,"Sumatra, Jakarta",SMA,1,0,44295,44295,45513,1866556033,"15.585.181,16"
329,Non-Remote,Rp4.913.111,Monthly,Rp4.913.111,Engineering,Individual,Sumatra,SMA,10,0,44782,44782,45513,2115154491,"4.940.208,93"
330,Non-Remote,Rp3.426.019,Monthly,Rp3.426.019,Non-Engineering,Individual,Sumatra,S1,5,4,44782,44782,45513,2115154491,"3.444.915,37"
331,Remote,Rp767.569,Monthly,Rp767.569,Non-Engineering,Individual,Sumatra,S1,3,0,44782,44782,45513,2115154491,"771.802,84"
332,Non-Remote,Rp285.585,Monthly,Rp285.585,Operational Support,Individual,Sumatra,S1,3,0,44782,44782,45513,2115154491,"287.160,43"
333,Non-Remote,Rp285.585,Monthly,Rp285.585,Operational Support,Individual,Sumatra,D3,3,0,44782,44782,45513,2115154491,"287.160,43"
334,Non-Remote,Rp262.327,Monthly,Rp262.327,Non-Engineering,Individual,Sumatra,S1,1,0,44782,44782,45513,2115154491,"263.773,71"
335,Non-Remote,Rp396.270,Monthly,Rp396.270,Operational Support,Individual,Sumatra,S1,3,0,44782,44782,45513,2115154491,"398.455,97"
336,Non-Remote,Rp12.063.492,Monthly,Rp12.063.492,Engineering,Individual,"Sumatra, Jakarta",SMA,4,0,44757,44757,45623,1946038111,"13.184.162,83"
337,Non-Remote,Rp12.063.492,Monthly,Rp12.063.492,Engineering,Individual,"Sumatra, Jakarta",D3,0,0,44757,44757,45754,1946038111,"13.184.162,83"
338,Non-Remote,Rp18.083.319,Monthly,Rp18.083.319,Engineering,Individual,"Sumatra, Jakarta",SMA,7,0,44757,44757,45638,1946038111,"19.763.218,00"
339,Non-Remote,Rp18.083.319,Monthly,Rp18.083.319,Engineering,Individual,"Sumatra, Jakarta",D3,3,0,44757,44757,45449,1946038111,"19.763.218,00"
340,Non-Remote,Rp20.125.000,Monthly,Rp20.125.000,Engineering,Individual,"Sumatra, Jakarta",SMA,10,0,44757,44757,45449,1946038111,"21.994.566,50"
341,Non-Remote,Rp20.125.000,Monthly,Rp20.125.000,Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44757,44757,45491,1946038111,"21.994.566,50"
342,Non-Remote,Rp16.119.691,Monthly,Rp16.119.691,Engineering,Individual,"Sumatra, Jakarta",D3,6,0,44757,44757,45491,1946038111,"17.617.173,45"
343,Non-Remote,Rp16.119.691,Monthly,Rp16.119.691,Engineering,Individual,"Sumatra, Jakarta",D4,0,0,44757,44757,45491,1946038111,"17.617.173,45"
344,Non-Remote,Rp16.119.691,Monthly,Rp16.119.691,Engineering,Individual,"Sumatra, Jakarta",S1,0,0,44757,44757,45491,1946038111,"17.617.173,45"
345,Non-Remote,Rp17.120.760,Monthly,Rp17.120.760,Engineering,Individual,"Sumatra, Jakarta",D3,9,0,44757,44757,45470,1946038111,"18.711.239,47"
346,Non-Remote,Rp17.120.760,Monthly,Rp17.120.760,Engineering,Individual,"Sumatra, Jakarta",D4,2,0,44757,44757,45470,1946038111,"18.711.239,47"
347,Non-Remote,Rp17.120.760,Monthly,Rp17.120.760,Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44757,44757,45429,1946038111,"18.711.239,47"
348,Non-Remote,Rp22.217.829,Monthly,Rp22.217.829,Engineering,Individual,"Sumatra, Jakarta",D3,12,0,44757,44757,45444,1946038111,"24.281.814,53"
349,Non-Remote,Rp22.217.829,Monthly,Rp22.217.829,Engineering,Individual,"Sumatra, Jakarta",D4,4,0,44757,44757,45444,1946038111,"24.281.814,53"
350,Non-Remote,Rp22.217.829,Monthly,Rp22.217.829,Engineering,Individual,"Sumatra, Jakarta",S1,4,0,44757,44757,46021,1946038111,"24.281.814,53"
351,Non-Remote,Rp23.745.195,Monthly,Rp23.745.195,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,13,0,44757,44757,46021,1946038111,"25.951.069,34"
352,Non-Remote,Rp23.745.195,Monthly,Rp23.745.195,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44757,44757,37256,1946038111,"25.951.069,34"
353,Non-Remote,Rp23.745.195,Monthly,Rp23.745.195,Non-Engineering,Individual,"Sumatra, Jakarta",D4,2,0,44757,44757,37256,1946038111,"25.951.069,34"
354,Non-Remote,Rp23.745.195,Monthly,Rp23.745.195,Non-Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44757,44757,37256,1946038111,"25.951.069,34"
355,Non-Remote,Rp39.201.643,Monthly,Rp39.201.643,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,16,0,44757,44757,37256,1946038111,"42.843.386,03"
356,Non-Remote,Rp39.201.643,Monthly,Rp39.201.643,Non-Engineering,Individual,"Sumatra, Jakarta",D3,8,0,44757,44757,45491,1946038111,"42.843.386,03"
357,Non-Remote,Rp39.201.643,Monthly,Rp39.201.643,Non-Engineering,Individual,"Sumatra, Jakarta",D4,5,0,44757,44757,45491,1946038111,"42.843.386,03"
358,Non-Remote,Rp39.201.643,Monthly,Rp39.201.643,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44757,44757,45470,1946038111,"42.843.386,03"
359,Non-Remote,Rp51.884.312,Monthly,Rp51.884.312,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,16,0,44757,44757,45513,1946038111,"56.704.245,99"
360,Non-Remote,Rp51.884.312,Monthly,Rp51.884.312,Non-Engineering,Individual,"Sumatra, Jakarta",D3,8,0,44757,44757,45513,1946038111,"56.704.245,99"
361,Non-Remote,Rp51.884.312,Monthly,Rp51.884.312,Non-Engineering,Individual,"Sumatra, Jakarta",D4,5,0,44757,44757,45623,1946038111,"56.704.245,99"
362,Non-Remote,Rp51.884.312,Monthly,Rp51.884.312,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44757,44757,45754,1946038111,"56.704.245,99"
363,Non-Remote,Rp45.030.943,Monthly,Rp45.030.943,Non-Engineering,Individual,"Sumatra, Jakarta",D4,5,0,44757,44757,45445,1946038111,"49.214.214,67"
364,Non-Remote,Rp45.030.943,Monthly,Rp45.030.943,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44757,44757,45445,1946038111,"49.214.214,67"
365,Non-Remote,Rp61.955.154,Monthly,Rp61.955.154,Non-Engineering,Individual,"Sumatra, Jakarta",D4,8,0,44757,44757,45506,1946038111,"67.710.646,19"
366,Non-Remote,Rp61.955.154,Monthly,Rp61.955.154,Non-Engineering,Individual,"Sumatra, Jakarta",S1,8,0,44757,44757,45506,1946038111,"67.710.646,19"
367,Non-Remote,Rp71.600.844,Monthly,Rp71.600.844,Non-Engineering,Individual,"Sumatra, Jakarta",D4,11,0,44757,44757,45505,1946038111,"78.252.398,74"
368,Non-Remote,Rp71.600.844,Monthly,Rp71.600.844,Non-Engineering,Individual,"Sumatra, Jakarta",S1,11,0,44757,44757,45505,1946038111,"78.252.398,74"
369,Non-Remote,Rp70.300.550,Monthly,Rp70.300.550,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,1,44757,44757,45638,1946038111,"76.831.310,40"
370,Non-Remote,Rp85.881.083,Monthly,Rp85.881.083,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,1,44757,44757,45638,1946038111,"93.859.239,31"
371,Non-Remote,Rp101.601.306,Monthly,Rp101.601.306,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,1,44757,44757,45638,1946038111,"111.039.835,09"
372,Non-Remote,Rp85.599.021,Monthly,Rp85.599.021,Non-Engineering,Individual,"Sumatra, Jakarta",S2,10,1,44757,44757,45904,1946038111,"93.550.974,39"
373,Non-Remote,Rp142.453.210,Monthly,Rp142.453.210,Non-Engineering,Individual,"Sumatra, Jakarta",S2,10,1,44757,44757,45904,1946038111,"155.686.787,59"
374,Non-Remote,Rp199.307.390,Monthly,Rp199.307.390,Non-Engineering,Individual,"Sumatra, Jakarta",S2,0,1,44757,44757,45904,1946038111,"217.822.590,96"
375,Non-Remote,Rp30.843.412,Monthly,Rp30.843.412,Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44757,44757,45638,1946038111,"33.708.694,47"
376,Non-Remote,Rp43.728.680,Monthly,Rp43.728.680,Engineering,Individual,"Sumatra, Jakarta",S1,7,0,44757,44757,45638,1946038111,"47.790.974,42"
377,Non-Remote,Rp163.380.994,Monthly,Rp163.380.994,Engineering,Individual,"Sumatra, Jakarta",S1,9,0,44757,44757,45638,1946038111,"178.558.714,89"
378,Non-Remote,Rp27.000.000,Monthly,Rp27.000.000,Engineering,Management,Sumatra,SMA,5,1,44810,44810,45638,199956011,"28.718.394,60"
379,Non-Remote,Rp27.000.000,Monthly,Rp27.000.000,Engineering,Management,Sumatra,D3,4,1,44810,44810,45638,199956011,"28.718.394,60"
380,Non-Remote,Rp27.000.000,Monthly,Rp27.000.000,Engineering,Management,Sumatra,S1,3,1,44810,44810,45638,199956011,"28.718.394,60"
381,Non-Remote,Rp17.300.000,Monthly,Rp17.300.000,Engineering,Management,Sumatra,D3,15,0,44782,44782,45904,199956011,"18.401.045,43"
382,Non-Remote,Rp17.300.000,Monthly,Rp17.300.000,Engineering,Management,Sumatra,S1,5,0,44782,44782,45623,199956011,"18.401.045,43"
383,Non-Remote,Rp11.600.000,Monthly,Rp11.600.000,Engineering,Individual,Sumatra,D3,10,0,44782,44782,45754,199956011,"12.338.273,24"
384,Non-Remote,Rp11.600.000,Monthly,Rp11.600.000,Engineering,Individual,Sumatra,S1,5,0,44782,44782,45598,199956011,"12.338.273,24"
385,Non-Remote,Rp11.000.000,Monthly,Rp11.000.000,Engineering,Management,Sumatra,SMA,15,0,44782,44782,45598,199956011,"11.700.086,69"
386,Non-Remote,Rp11.000.000,Monthly,Rp11.000.000,Engineering,Management,Sumatra,D3,10,0,44782,44782,45445,199956011,"11.700.086,69"
387,Non-Remote,Rp9.000.000,Monthly,Rp9.000.000,Operational Support,Management,Sumatra,SMA,12,0,44782,44782,45445,199956011,"9.572.798,20"
388,Non-Remote,Rp9.000.000,Monthly,Rp9.000.000,Operational Support,Management,Sumatra,D3,7,0,44782,44782,45445,199956011,"9.572.798,20"
389,Non-Remote,Rp8.500.000,Monthly,Rp8.500.000,Engineering,Management,Sumatra,SMA,10,0,44782,44782,45445,199956011,"9.040.976,08"
390,Non-Remote,Rp8.500.000,Monthly,Rp8.500.000,Engineering,Management,Sumatra,D3,5,0,44782,44782,45421,199956011,"9.040.976,08"
391,Non-Remote,Rp8.500.000,Monthly,Rp8.500.000,Engineering,Individual,Sumatra,SMA,10,0,44782,44782,45421,199956011,"9.040.976,08"
392,Non-Remote,Rp8.500.000,Monthly,Rp8.500.000,Engineering,Individual,Sumatra,D3,5,0,44782,44782,45506,199956011,"9.040.976,08"
393,Non-Remote,Rp8.000.000,Monthly,Rp8.000.000,Operational Support,Individual,Sumatra,SMA,10,0,44782,44782,45506,199956011,"8.509.153,96"
394,Non-Remote,Rp8.000.000,Monthly,Rp8.000.000,Operational Support,Individual,Sumatra,D3,5,0,44782,44782,45505,199956011,"8.509.153,96"
395,Non-Remote,Rp7.500.000,Monthly,Rp7.500.000,Engineering,Individual,Sumatra,SMA,10,0,44782,44782,45505,199956011,"7.977.331,83"
396,Non-Remote,Rp7.500.000,Monthly,Rp7.500.000,Engineering,Individual,Sumatra,D3,5,0,44782,44782,45623,199956011,"7.977.331,83"
397,Non-Remote,Rp8.500.000,Monthly,Rp8.500.000,Engineering,Individual,Sumatra,SMA,10,1,44782,44782,45754,199956011,"9.040.976,08"
398,Non-Remote,Rp8.500.000,Monthly,Rp8.500.000,Engineering,Individual,Sumatra,D3,5,1,44782,44782,45442,199956011,"9.040.976,08"
399,Non-Remote,Rp7.600.000,Monthly,Rp7.600.000,Engineering,Management,Sumatra,SMA,7,1,44782,44782,45458,199956011,"8.083.696,26"
400,Non-Remote,Rp7.600.000,Monthly,Rp7.600.000,Engineering,Management,Sumatra,D3,5,1,44782,44782,45445,199956011,"8.083.696,26"
401,Non-Remote,Rp7.600.000,Monthly,Rp7.600.000,Engineering,Management,Sumatra,S1,3,1,44782,44782,45445,199956011,"8.083.696,26"
402,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Engineering,Individual,Sumatra,SMA,10,0,44782,44782,45445,199956011,"6.381.865,47"
403,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Engineering,Individual,Sumatra,D3,5,0,44782,44782,45445,199956011,"6.381.865,47"
404,Non-Remote,Rp5.950.000,Monthly,Rp5.950.000,Operational Support,Individual,Sumatra,SMA,3,2,44782,44782,45445,199956011,"6.328.683,25"
405,Non-Remote,Rp6.160.000,Monthly,Rp6.160.000,Engineering,Individual,Sumatra,SMA,5,1,44782,44782,45445,199956011,"6.552.048,55"
406,Non-Remote,Rp6.160.000,Monthly,Rp6.160.000,Engineering,Individual,Sumatra,D3,3,1,44782,44782,45445,199956011,"6.552.048,55"
407,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Operational Support,Individual,Sumatra,SMA,5,0,44782,44782,45445,199956011,"6.381.865,47"
408,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Operational Support,Individual,Sumatra,D3,3,0,44782,44782,45445,199956011,"6.381.865,47"
409,Non-Remote,Rp5.800.000,Monthly,Rp5.800.000,Engineering,Individual,Sumatra,SMA,8,0,44782,44782,45445,199956011,"6.169.136,62"
410,Non-Remote,Rp5.800.000,Monthly,Rp5.800.000,Engineering,Individual,Sumatra,SMA,5,0,44782,44782,45445,199956011,"6.169.136,62"
411,Non-Remote,Rp5.800.000,Monthly,Rp5.800.000,Engineering,Individual,Sumatra,D3,3,0,44782,44782,45445,199956011,"6.169.136,62"
412,Non-Remote,Rp17.642.606,Monthly,Rp17.642.606,Engineering,Individual,Sumatra,SMA,5,0,44937,44937,45445,1984763794,"18.905.351,86"
413,Non-Remote,Rp17.642.606,Monthly,Rp17.642.606,Engineering,Individual,Sumatra,SMA,5,0,44937,44937,45506,1984763794,"18.905.351,86"
414,Non-Remote,Rp9.318.421,Monthly,Rp9.318.421,Operational Support,Individual,Sumatra,D3,3,0,44937,44937,37256,1984763794,"9.985.374,56"
415,Non-Remote,Rp18.089.610,Monthly,Rp18.089.610,Engineering,Management,Sumatra,D3,1,0,44937,44937,37256,1984763794,"19.384.349,64"
416,Non-Remote,Rp9.566.988,Monthly,Rp9.566.988,Engineering,Individual,Sumatra,SMA,10,0,44937,44937,37256,1984763794,"10.251.732,41"
417,Non-Remote,Rp22.378.535,Monthly,Rp22.378.535,Engineering,Management,Sumatra,SMA,10,0,44937,44937,37256,1984763794,"23.980.248,44"
418,Non-Remote,Rp22.378.535,Monthly,Rp22.378.535,Engineering,Management,Sumatra,SMA,10,1,44937,44937,45444,1984763794,"23.980.248,44"
419,Non-Remote,Rp22.378.535,Monthly,Rp22.378.535,Engineering,Management,Sumatra,D3,7,1,44937,44937,45445,1984763794,"23.980.248,44"
420,Non-Remote,Rp15.538.856,Monthly,Rp15.538.856,Engineering,Individual,Sumatra,S1,5,1,44937,44937,45445,1984763794,"16.651.028,75"
421,Non-Remote,Rp15.538.856,Monthly,Rp15.538.856,Engineering,Individual,Sumatra,SMA,7,1,44937,44937,45506,1984763794,"16.651.028,75"
422,Non-Remote,Rp9.566.988,Monthly,Rp9.566.988,Non-Engineering,Individual,Sumatra,D3,5,1,44937,44937,45506,1984763794,"10.251.732,41"
423,Non-Remote,Rp17.493.049,Monthly,Rp17.493.049,Engineering,Management,Sumatra,S1,2,0,44937,44937,45505,1984763794,"18.745.090,80"
424,Non-Remote,Rp27.264.019,Monthly,Rp27.264.019,Engineering,Management,Sumatra,S1,5,0,44937,44937,45505,1984763794,"29.215.404,82"
425,Non-Remote,Rp27.264.019,Monthly,Rp27.264.019,Engineering,Management,Sumatra,SMA,10,0,44937,44937,45506,1984763794,"29.215.404,82"
426,Non-Remote,Rp27.264.019,Monthly,Rp27.264.019,Engineering,Management,Sumatra,D3,7,0,44937,44937,45506,1984763794,"29.215.404,82"
427,Non-Remote,Rp15.271.318,Monthly,Rp15.271.318,Operational Support,Individual,Sumatra,S1,5,0,44937,44937,45505,1984763794,"16.364.342,23"
428,Non-Remote,Rp15.271.318,Monthly,Rp15.271.318,Operational Support,Individual,Sumatra,SMA,9,0,44937,44937,45505,1984763794,"16.364.342,23"
429,Non-Remote,Rp15.271.318,Monthly,Rp15.271.318,Operational Support,Individual,Sumatra,D3,7,0,44937,44937,45506,1984763794,"16.364.342,23"
430,Non-Remote,Rp37.891.890,Monthly,Rp37.891.890,Engineering,Management,Sumatra,S1,4,0,44937,44937,45506,1984763794,"40.603.951,02"
431,Non-Remote,Rp37.891.890,Monthly,Rp37.891.890,Engineering,Management,Sumatra,D3,15,0,44937,44937,45505,1984763794,"40.603.951,02"
432,Non-Remote,Rp17.244.482,Monthly,Rp17.244.482,Operational Support,Individual,Sumatra,S1,12,0,44937,44937,45505,1984763794,"18.478.732,95"
433,Non-Remote,Rp9.716.128,Monthly,Rp9.716.128,Engineering,Individual,Sumatra,D3,3,0,44937,44937,45506,1984763794,"10.411.547,12"
434,Non-Remote,Rp9.096.683,Monthly,Rp9.096.683,Engineering,Individual,Sumatra,SMA,3,0,44937,44937,45506,1984763794,"9.747.765,40"
435,Non-Remote,Rp10.453.877,Monthly,Rp10.453.877,Engineering,Individual,Sumatra,SMA,2,0,44937,44937,45506,1984763794,"11.202.099,50"
436,Non-Remote,Rp10.453.877,Monthly,Rp10.453.877,Engineering,Individual,Sumatra,SMA,7,1,44937,44937,45506,1984763794,"11.202.099,50"
437,Non-Remote,Rp10.453.877,Monthly,Rp10.453.877,Engineering,Individual,Sumatra,D3,5,1,44937,44937,45505,1984763794,"11.202.099,50"
438,Non-Remote,Rp11.636.260,Monthly,Rp11.636.260,Engineering,Individual,Sumatra,S1,2,1,44937,44937,45505,1984763794,"12.469.109,35"
439,Non-Remote,Rp11.636.260,Monthly,Rp11.636.260,Engineering,Individual,Sumatra,SMA,8,1,44937,44937,45505,1984763794,"12.469.109,35"
440,Non-Remote,Rp10.521.607,Monthly,Rp10.521.607,Operational Support,Individual,Sumatra,D3,5,1,44937,44937,45505,1984763794,"11.274.676,79"
441,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,D3,3,1,44937,44937,45513,1984763794,"10.203.825,93"
442,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,SMA,15,0,44937,44937,45513,1984763794,"10.203.825,93"
443,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,SMA,5,0,44937,44937,45638,1984763794,"10.203.825,93"
444,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,SMA,5,2,44937,44937,45638,1984763794,"10.203.825,93"
445,Non-Remote,Rp9.408.029,Monthly,Rp9.408.029,Engineering,Management,Sumatra,D3,3,2,44937,44937,45638,1984763794,"10.081.396,16"
446,Non-Remote,Rp10.163.549,Monthly,Rp10.163.549,Operational Support,Individual,Sumatra,SMA,6,0,44937,44937,45638,1984763794,"10.890.991,25"
447,Non-Remote,Rp9.320.393,Monthly,Rp9.320.393,Engineering,Individual,Sumatra,SMA,3,0,44937,44937,45638,1984763794,"9.987.487,47"
448,Non-Remote,Rp9.408.029,Monthly,Rp9.408.029,Engineering,Individual,Sumatra,SMA,0,0,44937,44937,45638,1984763794,"10.081.396,16"
449,Non-Remote,Rp9.233.968,Monthly,Rp9.233.968,Engineering,Individual,Sumatra,SMA,3,1,44937,44937,45904,1984763794,"9.894.877,38"
450,Non-Remote,Rp9.547.227,Monthly,Rp9.547.227,Engineering,Individual,Sumatra,SMA,2,1,44937,44937,45904,1984763794,"10.230.556,55"
451,Non-Remote,Rp16.267.386,Monthly,Rp16.267.386,Engineering,Management,Sumatra,S1,2,1,44937,44937,45904,1984763794,"17.431.701,93"
452,Non-Remote,Rp16.267.386,Monthly,Rp16.267.386,Engineering,Management,Sumatra,SMA,9,0,44937,44937,45754,1984763794,"17.431.701,93"
453,Non-Remote,Rp16.267.386,Monthly,Rp16.267.386,Engineering,Management,Sumatra,D3,7,0,44937,44937,45754,1984763794,"17.431.701,93"
