No,Location Type,Gross Salary,Unit Salary,Converted Salary,Segment,Role Type,Location,Education,Year of Experience,Certificate,Year,Start Date,End Date,Index,Adjusted Salary
1,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,Engineering,Individual,"Sumatra, Jakarta",S1,10,1,44543,44543,45598,1826732283,"42.641.913,33"
2,Non-Remote,Rp64.080.661,Monthly,Rp64.080.661,Engineering,Individual,"Sumatra, Jakarta",S1,0,0,44543,44543,45598,1826732283,"74.607.577,33"
3,Non-Remote,Rp90.228.661,Monthly,Rp90.228.661,Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44543,44543,45513,1826732283,"105.051.066,86"
4,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,Engineering,Individual,"Sumatra, Jakarta",S1,20,0,44543,44543,45513,1826732283,"42.641.913,33"
5,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,0,0,44543,44543,45513,1826732283,"42.641.913,33"
6,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",D3,5,0,44543,44543,45513,1826732283,"42.641.913,33"
7,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",D4,2,0,44543,44543,45620,1826732283,"42.641.913,33"
8,Non-Remote,Rp64.080.661,Monthly,Rp64.080.661,Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44543,44543,45620,1826732283,"74.607.577,33"
9,Non-Remote,Rp90.228.661,Monthly,Rp90.228.661,Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44543,44543,45442,1826732283,"105.051.066,86"
10,Non-Remote,Rp31.395.661,Monthly,Rp31.395.661,Operational Support,Individual,"Sumatra, Jakarta",S1,20,0,44543,44543,45458,1826732283,"36.553.215,42"
11,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,Engineering,Individual,"Sumatra, Jakarta",S1,3,0,44543,44543,45445,1826732283,"42.641.913,33"
12,Non-Remote,Rp36.625.261,Monthly,Rp36.625.261,Facilities Engineering and Construction,Individual,"Sumatra, Jakarta",D3,0,0,44543,44543,45445,1826732283,"42.641.913,33"
13,Non-Remote,Rp15.666.861,Monthly,Rp15.666.861,Facilities Engineering and Construction,Individual,"Sumatra, Jakarta",S1,6,0,44543,44543,45445,1826732283,"18.240.550,66"
14,Non-Remote,Rp7.503.667,Monthly,Rp7.503.667,Operational Support,Individual,"Sumatra, Jakarta",D3,4,0,44543,44543,45506,1826732283,"8.736.339,59"
15,Non-Remote,Rp16.100.000,Monthly,Rp16.100.000,Engineering,Individual,Sumatra,D3,1,0,44776,44776,45506,2060959663,"16.614.498,73"
16,Non-Remote,Rp7.300.000,Monthly,Rp7.300.000,Operational Support,Individual,Sumatra,D3,1,0,44776,44776,45506,2060959663,"7.533.282,03"
17,Non-Remote,Rp40.794.026,Monthly,Rp40.794.026,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",D3,3,0,44470,44470,45442,1826598128,"47.498.994,80"
18,Non-Remote,Rp34.407.558,Monthly,Rp34.407.558,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,10,0,44470,44470,45458,1826598128,"40.062.837,11"
19,Non-Remote,Rp17.817.276,Monthly,Rp17.817.276,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,5,0,44470,44470,45445,1826598128,"20.745.750,86"
20,Non-Remote,Rp30.859.520,Monthly,Rp30.859.520,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,2,0,44470,44470,45445,1826598128,"35.931.638,13"
21,Non-Remote,Rp17.817.276,Monthly,Rp17.817.276,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,5,0,44470,44470,45506,1826598128,"20.745.750,86"
22,Non-Remote,Rp32.278.735,Monthly,Rp32.278.735,Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44470,44470,45506,1826598128,"37.584.117,49"
23,Non-Remote,Rp17.817.276,Monthly,Rp17.817.276,Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44470,44470,45505,1826598128,"20.745.750,86"
24,Non-Remote,Rp11.500.000,Monthly,Rp11.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,5,0,44781,44781,45505,2056041657,"11.895.885,89"
25,Non-Remote,Rp11.500.000,Monthly,Rp11.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,5,0,44781,44781,45505,2056041657,"11.895.885,89"
26,Non-Remote,Rp11.500.000,Monthly,Rp11.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,0,44781,44781,45505,2056041657,"11.895.885,89"
27,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,0,0,44781,44781,45505,2056041657,"13.964.735,61"
28,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,8,0,44781,44781,45505,2056041657,"13.964.735,61"
29,Non-Remote,Rp19.000.000,Monthly,Rp19.000.000,Non-Engineering,Management,"Sumatra, Jakarta",S1,3,0,44781,44781,45505,2056041657,"19.654.072,34"
30,Non-Remote,Rp24.000.000,Monthly,Rp24.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,0,0,44781,44781,45442,2056041657,"24.826.196,64"
31,Non-Remote,Rp24.000.000,Monthly,Rp24.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44781,44781,45442,2056041657,"24.826.196,64"
32,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Operational Support,Individual,"Sumatra, Jakarta",S2,0,0,44781,44781,45458,2056041657,"13.964.735,61"
33,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Operational Support,Individual,"Sumatra, Jakarta",S1,8,0,44781,44781,45458,2056041657,"13.964.735,61"
34,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Engineering,Individual,"Sumatra, Jakarta",S2,3,0,44781,44781,45505,2056041657,"13.964.735,61"
35,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Engineering,Individual,"Sumatra, Jakarta",SMA,3,0,44781,44781,45505,2056041657,"13.964.735,61"
36,Non-Remote,Rp13.500.000,Monthly,Rp13.500.000,Engineering,Individual,"Sumatra, Jakarta",D4,1,0,44781,44781,45445,2056041657,"13.964.735,61"
37,Non-Remote,Rp24.000.000,Monthly,Rp24.000.000,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,0,0,44781,44781,45445,2056041657,"24.826.196,64"
38,Non-Remote,Rp24.000.000,Monthly,Rp24.000.000,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,3,0,44781,44781,45506,2056041657,"24.826.196,64"
39,Non-Remote,Rp20.009.539,Monthly,Rp20.009.539,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,2,0,44907,44907,45514,1928155832,"22.071.193,15"
40,Non-Remote,Rp22.236.732,Monthly,Rp22.236.732,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,2,4,44907,44907,45513,1928155832,"24.527.861,78"
41,Non-Remote,Rp22.236.732,Monthly,Rp22.236.732,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,3,2,44907,44907,45513,1928155832,"24.527.861,78"
42,Non-Remote,Rp69.189.353,Monthly,Rp69.189.353,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,2,44907,44907,45513,1928155832,"76.318.178,74"
43,Non-Remote,Rp43.975.305,Monthly,Rp43.975.305,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,15,1,44907,44907,45513,1928155832,"48.506.237,47"
44,Non-Remote,Rp20.009.539,Monthly,Rp20.009.539,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,1,44907,44907,45513,1928155832,"22.071.193,15"
45,Non-Remote,Rp21.236.732,Monthly,Rp21.236.732,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,0,4,44907,44907,45513,1928155832,"23.424.828,22"
46,Non-Remote,Rp57.245.857,Monthly,Rp57.245.857,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,3,3,44907,44907,45513,1928155832,"63.144.101,76"
47,Non-Remote,Rp22.236.732,Monthly,Rp22.236.732,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,1,44907,44907,45513,1928155832,"24.527.861,78"
48,Non-Remote,Rp22.236.732,Monthly,Rp22.236.732,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,7,2,44907,44907,45513,1928155832,"24.527.861,78"
49,Non-Remote,Rp14.487.170,Monthly,Rp14.487.170,Engineering,Individual,"Sumatra, Jakarta",S1,5,2,44907,44907,45536,1928155832,"15.979.834,78"
50,Non-Remote,Rp14.487.170,Monthly,Rp14.487.170,Engineering,Individual,"Sumatra, Jakarta",D3,0,10,44907,44907,45536,1928155832,"15.979.834,78"
51,Non-Remote,Rp11.139.968,Monthly,Rp11.139.968,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,0,10,44907,44907,45536,1928155832,"12.287.758,62"
52,Non-Remote,Rp11.139.968,Monthly,Rp11.139.968,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,5,0,44907,44907,45536,1928155832,"12.287.758,62"
53,Non-Remote,Rp11.506.350,Monthly,Rp11.506.350,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,3,0,44907,44907,45536,1928155832,"12.691.890,27"
54,Non-Remote,Rp11.506.350,Monthly,Rp11.506.350,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,5,0,44907,44907,45697,1928155832,"12.691.890,27"
55,Non-Remote,Rp10.773.585,Monthly,Rp10.773.585,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,3,0,44907,44907,45697,1928155832,"11.883.625,88"
56,Non-Remote,Rp10.773.585,Monthly,Rp10.773.585,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,5,0,44907,44907,45697,1928155832,"11.883.625,88"
57,Non-Remote,Rp9.308.055,Monthly,Rp9.308.055,Operational Support,Individual,"Sumatra, Jakarta",D3,3,0,44907,44907,45697,1928155832,"10.267.097,10"
58,Non-Remote,Rp9.308.055,Monthly,Rp9.308.055,Operational Support,Individual,"Sumatra, Jakarta",SMA,5,0,44907,44907,45025,1928155832,"10.267.097,10"
59,Non-Remote,Rp28.387.115,Monthly,Rp28.387.115,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,0,44907,44907,45025,1928155832,"31.311.940,67"
60,Non-Remote,Rp28.387.115,Monthly,Rp28.387.115,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,15,0,44907,44907,45025,1928155832,"31.311.940,67"
61,Non-Remote,Rp28.387.115,Monthly,Rp28.387.115,Non-Engineering,Individual,"Sumatra, Jakarta",D3,10,0,44907,44907,45513,1928155832,"31.311.940,67"
62,Non-Remote,Rp28.387.115,Monthly,Rp28.387.115,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44907,44907,45513,1928155832,"31.311.940,67"
63,Non-Remote,Rp28.387.115,Monthly,Rp28.387.115,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,15,0,44907,44907,45513,1928155832,"31.311.940,67"
64,Non-Remote,Rp28.387.115,Monthly,Rp28.387.115,Non-Engineering,Individual,"Sumatra, Jakarta",D3,10,0,44907,44907,45513,1928155832,"31.311.940,67"
65,Non-Remote,Rp23.954.802,Monthly,Rp23.954.802,Non-Engineering,Individual,"Sumatra, Jakarta",S1,7,0,44907,44907,45513,1928155832,"26.422.950,66"
66,Non-Remote,Rp23.954.802,Monthly,Rp23.954.802,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44907,44907,45513,1928155832,"26.422.950,66"
67,Non-Remote,Rp15.487.170,Monthly,Rp15.487.170,Operational Support,Individual,"Sumatra, Jakarta",S1,3,0,44907,44907,45513,1928155832,"17.082.868,35"
68,Non-Remote,Rp15.487.170,Monthly,Rp15.487.170,Operational Support,Individual,"Sumatra, Jakarta",D3,10,0,44907,44907,45904,1928155832,"17.082.868,35"
69,Non-Remote,Rp10.805.590,Monthly,Rp10.805.590,Operational Support,Individual,"Sumatra, Jakarta",S1,4,0,44907,44907,45445,1928155832,"11.918.928,47"
70,Non-Remote,Rp10.805.590,Monthly,Rp10.805.590,Operational Support,Individual,"Sumatra, Jakarta",SMA,10,0,44907,44907,45445,1928155832,"11.918.928,47"
71,Non-Remote,Rp10.805.590,Monthly,Rp10.805.590,Operational Support,Individual,"Sumatra, Jakarta",D3,7,0,44907,44907,45445,1928155832,"11.918.928,47"
72,Non-Remote,Rp8.591.167,Monthly,Rp8.591.167,Operational Support,Individual,"Sumatra, Jakarta",S1,3,0,44907,44907,45506,1928155832,"9.476.345,57"
73,Non-Remote,Rp57.264.984,Monthly,Rp57.264.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,3,0,44907,44907,45506,1928155832,"63.165.199,48"
74,Non-Remote,Rp57.264.984,Monthly,Rp57.264.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,15,1,44907,44907,45506,1928155832,"63.165.199,48"
75,Non-Remote,Rp57.264.984,Monthly,Rp57.264.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,10,1,44907,44907,45505,1928155832,"63.165.199,48"
76,Non-Remote,Rp40.008.784,Monthly,Rp40.008.784,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,1,44907,44907,45505,1928155832,"44.131.031,67"
77,Non-Remote,Rp40.008.784,Monthly,Rp40.008.784,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,15,2,44907,44907,45505,1928155832,"44.131.031,67"
78,Non-Remote,Rp40.008.784,Monthly,Rp40.008.784,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,10,2,44907,44907,45445,1928155832,"44.131.031,67"
79,Non-Remote,Rp30.716.984,Monthly,Rp30.716.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,2,44907,44907,45445,1928155832,"33.881.864,38"
80,Non-Remote,Rp30.716.984,Monthly,Rp30.716.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,10,2,44907,44907,45506,1928155832,"33.881.864,38"
81,Non-Remote,Rp30.716.984,Monthly,Rp30.716.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,5,2,44907,44907,45506,1928155832,"33.881.864,38"
82,Non-Remote,Rp24.079.984,Monthly,Rp24.079.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,5,2,44907,44907,45505,1928155832,"26.561.030,61"
83,Non-Remote,Rp24.079.984,Monthly,Rp24.079.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,5,5,44907,44907,45505,1928155832,"26.561.030,61"
84,Non-Remote,Rp24.079.984,Monthly,Rp24.079.984,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,5,5,44907,44907,45623,1928155832,"26.561.030,61"
85,Non-Remote,Rp170.066.850,Monthly,Rp170.066.850,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,2,0,44782,44782,45505,2115154491,"171.004.851,89"
86,Non-Remote,Rp62.887.576,Monthly,Rp62.887.576,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,12,2,45173,45173,37256,2035336061,"65.714.254,69"
87,Non-Remote,Rp42.917.041,Monthly,Rp42.917.041,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,8,0,45173,45173,37256,2035336061,"44.846.081,57"
88,Non-Remote,Rp30.435.457,Monthly,Rp30.435.457,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,4,0,45173,45173,45623,2035336061,"31.803.473,76"
89,Non-Remote,Rp28.771.246,Monthly,Rp28.771.246,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,0,0,45173,45173,45623,2035336061,"30.064.459,59"
90,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Engineering,Individual,"Sumatra, Jakarta",D3,4,0,45173,45173,45623,2035336061,"22.238.895,32"
91,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Engineering,Individual,"Sumatra, Jakarta",S1,4,0,45173,45173,45754,2035336061,"22.238.895,32"
92,Non-Remote,Rp84.522.321,Monthly,Rp84.522.321,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,20,0,45173,45173,45754,2035336061,"88.321.440,93"
93,Non-Remote,Rp76.201.265,Monthly,Rp76.201.265,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,20,2,45173,45173,45754,2035336061,"79.626.369,06"
94,Non-Remote,Rp59.559.153,Monthly,Rp59.559.153,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,15,2,45173,45173,37256,2035336061,"62.236.225,31"
95,Non-Remote,Rp42.917.041,Monthly,Rp42.917.041,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,0,45173,45173,37256,2035336061,"44.846.081,57"
96,Non-Remote,Rp30.435.457,Monthly,Rp30.435.457,Engineering,Individual,"Sumatra, Jakarta",S1,7,0,45173,45173,37256,2035336061,"31.803.473,76"
97,Non-Remote,Rp28.771.246,Monthly,Rp28.771.246,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,0,0,45173,45173,37256,2035336061,"30.064.459,59"
98,Non-Remote,Rp28.771.246,Monthly,Rp28.771.246,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,2,0,45173,45173,37256,2035336061,"30.064.459,59"
99,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,1,45173,45173,37256,2035336061,"22.238.895,32"
100,Non-Remote,Rp15.729.896,Monthly,Rp15.729.896,Non-Engineering,Individual,"Sumatra, Jakarta",S1,2,0,45173,45173,45623,2035336061,"16.436.925,35"
101,Non-Remote,Rp17.845.073,Monthly,Rp17.845.073,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,0,0,45173,45173,45623,2035336061,"18.647.175,59"
102,Non-Remote,Rp17.845.073,Monthly,Rp17.845.073,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,0,0,45173,45173,45623,2035336061,"18.647.175,59"
103,Non-Remote,Rp37.924.408,Monthly,Rp37.924.408,Engineering,Individual,"Sumatra, Jakarta",S1,8,0,45173,45173,45754,2035336061,"39.629.039,07"
104,Non-Remote,Rp30.435.457,Monthly,Rp30.435.457,Engineering,Individual,"Sumatra, Jakarta",D3,1,0,45173,45173,45754,2035336061,"31.803.473,76"
105,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Engineering,Individual,"Sumatra, Jakarta",D3,1,0,45173,45173,45754,2035336061,"22.238.895,32"
106,Non-Remote,Rp15.160.739,Monthly,Rp15.160.739,Operational Support,Individual,"Sumatra, Jakarta",D3,1,0,45173,45173,46021,2035336061,"15.842.185,81"
107,Non-Remote,Rp32.765.353,Monthly,Rp32.765.353,Engineering,Individual,"Sumatra, Jakarta",S1,3,0,45173,45173,46021,2035336061,"34.238.094,21"
108,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Engineering,Individual,"Sumatra, Jakarta",S1,1,0,45173,45173,46021,2035336061,"22.238.895,32"
109,Remote,Rp54.566.520,Monthly,Rp54.566.520,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,10,0,45173,45173,46021,2035336061,"57.019.182,82"
110,Remote,Rp54.566.520,Monthly,Rp54.566.520,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,5,0,45173,45173,46021,2035336061,"57.019.182,82"
111,Remote,Rp54.566.520,Monthly,Rp54.566.520,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,0,0,45173,45173,46021,2035336061,"57.019.182,82"
112,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Engineering,Individual,"Sumatra, Jakarta",D3,3,1,45173,45173,46021,2035336061,"22.238.895,32"
113,Non-Remote,Rp21.282.296,Monthly,Rp21.282.296,Engineering,Individual,"Sumatra, Jakarta",S1,3,1,45173,45173,46021,2035336061,"22.238.895,32"
114,Non-Remote,Rp30.435.457,Monthly,Rp30.435.457,Engineering,Individual,"Sumatra, Jakarta",D3,4,1,45173,45173,46021,2035336061,"31.803.473,76"
115,Non-Remote,Rp30.435.457,Monthly,Rp30.435.457,Engineering,Individual,"Sumatra, Jakarta",S1,4,1,45173,45173,45429,2035336061,"31.803.473,76"
116,Non-Remote,Rp15.729.896,Monthly,Rp15.729.896,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",SMA,5,0,45173,45173,46021,2035336061,"16.436.925,35"
117,Non-Remote,Rp15.729.896,Monthly,Rp15.729.896,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,3,0,45173,45173,46021,2035336061,"16.436.925,35"
118,Non-Remote,Rp15.160.739,Monthly,Rp15.160.739,Operational Support,Individual,"Sumatra, Jakarta",SMA,5,0,45173,45173,46021,2035336061,"15.842.185,81"
